"","YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
"20521",2013,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",31,"Overall","Overall"
"20522",2020,"CA","California","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",139,"Race/Ethnicity","Black, non-Hispanic"
"20524",2020,"NH","New Hampshire","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",34,"Overall","Overall"
"20526",2017,"MO","Missouri","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",NA,"Race/Ethnicity","Hispanic"
"20527",2013,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20529",2012,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20530",2014,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",116,"Gender","Male"
"20531",2015,"NH","New Hampshire","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20534",2020,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",53,"Race/Ethnicity","Black, non-Hispanic"
"20537",2012,"LA","Louisiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20540",2013,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2889,"Gender","Male"
"20543",2014,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1269,"Race/Ethnicity","Black, non-Hispanic"
"20544",2020,"CO","Colorado","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",99,"Gender","Male"
"20550",2013,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20551",2014,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20558",2011,"MA","Massachusetts","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",62,"Overall","Overall"
"20563",2017,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",116,"Overall","Overall"
"20569",2015,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",63,"Gender","Female"
"20582",2013,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2343,"Gender","Male"
"20583",2011,"MD","Maryland","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",79,"Overall","Overall"
"20584",2020,"KS","Kansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",42,"Gender","Male"
"20585",2013,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"20587",2012,"AL","Alabama","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",29,"Race/Ethnicity","Black, non-Hispanic"
"20591",2016,"DE","Delaware","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20592",2017,"IN","Indiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",144,"Overall","Overall"
"20597",2019,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20598",2018,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",559,"Overall","Overall"
"20599",2019,"OK","Oklahoma","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20605",2017,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20610",2014,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20611",2010,"WV","West Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20612",2015,"KS","Kansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20613",2018,"MN","Minnesota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",143,"Race/Ethnicity","Asian or Pacific Islander"
"20616",2012,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20618",2017,"MS","Mississippi","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",25,"Race/Ethnicity","White, non-Hispanic"
"20625",2018,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20629",2020,"PA","Pennsylvania","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20630",2012,"DC","District of Columbia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20633",2016,"RI","Rhode Island","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20635",2015,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5048,"Overall","Overall"
"20636",2017,"AL","Alabama","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",49,"Gender","Female"
"20643",2011,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",26,"Overall","Overall"
"20645",2020,"MN","Minnesota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",89,"Gender","Male"
"20646",2011,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20649",2017,"NY","New York","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",150,"Gender","Male"
"20653",2016,"MI","Michigan","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20661",2018,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20670",2011,"TX","Texas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20683",2018,"OK","Oklahoma","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",80,"Overall","Overall"
"20685",2014,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"20694",2020,"AZ","Arizona","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",166,"Overall","Overall"
"20700",2020,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"20702",2016,"OR","Oregon","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20705",2014,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4857,"Overall","Overall"
"20706",2011,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",145,"Overall","Overall"
"20707",2010,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20708",2012,"LA","Louisiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",31,"Gender","Male"
"20709",2013,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20711",2016,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20719",2011,"PA","Pennsylvania","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",113,"Race/Ethnicity","White, non-Hispanic"
"20725",2016,"AL","Alabama","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",51,"Gender","Female"
"20726",2013,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20729",2013,"CA","California","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",29,"Race/Ethnicity","Asian or Pacific Islander"
"20736",2014,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5299,"Overall","Overall"
"20739",2015,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",185,"Overall","Overall"
"20746",2012,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",63,"Gender","Female"
"20752",2013,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",26,"Race/Ethnicity","American Indian or Alaska Native"
"20759",2020,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",66,"Race/Ethnicity","Black, non-Hispanic"
"20764",2013,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20766",2017,"NV","Nevada","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20767",2020,"MA","Massachusetts","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",85,"Race/Ethnicity","White, non-Hispanic"
"20768",2016,"CO","Colorado","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20772",2016,"RI","Rhode Island","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20775",2012,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20778",2018,"NV","Nevada","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",220,"Race/Ethnicity","Black, non-Hispanic"
"20779",2013,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",36,"Gender","Female"
"20786",2014,"MO","Missouri","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",57,"Overall","Overall"
"20788",2014,"GA","Georgia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20789",2010,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20797",2016,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20800",2017,"DE","Delaware","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20805",2017,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",152,"Overall","Overall"
"20806",2011,"MI","Michigan","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20809",2016,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",81,"Race/Ethnicity","Hispanic"
"20811",2015,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20812",2020,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",44,"Gender","Female"
"20814",2014,"TX","Texas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
