"YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
2017,"WA","Washington","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","60.9","Race/Ethnicity","White, non-Hispanic"
2014,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Gender","Male"
2019,"WA","Washington","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","68.0","Overall","Overall"
2014,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","56.7","Race/Ethnicity","White, non-Hispanic"
2019,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","11.7","Race/Ethnicity","Multiracial, non-Hispanic"
2016,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","26.7","Race/Ethnicity","Hispanic"
2019,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","58.0","Overall","Overall"
2017,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","64.8","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2021,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","44.1","Gender","Male"
2019,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","14.7","Race/Ethnicity","Black, non-Hispanic"
2015,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","66.4","Race/Ethnicity","Other, non-Hispanic"
2018,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","84.0","Overall","Overall"
2016,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2014,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Race/Ethnicity","Hispanic"
2019,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","7.4","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","63.6","Overall","Overall"
2018,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2021,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2015,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","53.6","Race/Ethnicity","Other, non-Hispanic"
2021,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","77.3","Gender","Female"
2014,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2018,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2021,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2017,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","8.9","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","50.7","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","68.8","Overall","Overall"
2018,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","61.8","Overall","Overall"
2018,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","51.6","Gender","Female"
2015,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2021,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2014,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2015,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","82.3","Gender","Male"
2014,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","35.2","Gender","Male"
2014,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","82.8","Gender","Female"
2017,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","62.9","Gender","Male"
2017,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","9.9","Race/Ethnicity","Other, non-Hispanic"
2018,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Overall","Overall"
2015,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2017,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2015,"WA","Washington","Diabetes","Diabetes prevalence among women aged 18-44 years","Crude Prevalence","9.5","Race/Ethnicity","Hispanic"
2021,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","33.7","Gender","Female"
2021,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2021,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","14.3","Race/Ethnicity","Black, non-Hispanic"
2019,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","73.0","Gender","Male"
2014,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2021,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2015,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","67.7","Overall","Overall"
2021,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","White, non-Hispanic"
2019,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2017,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","58.1","Overall","Overall"
2015,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","51.7","Race/Ethnicity","White, non-Hispanic"
2021,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","77.7","Gender","Male"
2015,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2021,"WA","Washington","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","48.2","Gender","Female"
2018,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","63.2","Gender","Male"
2016,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","49.9","Overall","Overall"
2016,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2017,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","85.9","Overall","Overall"
2021,"WA","Washington","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","48.0","Overall","Overall"
2021,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","60.7","Gender","Male"
2021,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","64.2","Gender","Female"
2016,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2021,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2019,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","55.0","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","8.0","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","78.3","Race/Ethnicity","Other, non-Hispanic"
2018,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","48.2","Gender","Female"
2019,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","22.0","Gender","Male"
